Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
33952,22,6,4965894,14,21,1402,2033,976,0,100.142857142857,254.0992710742,1080,0,96.8095238095238,246.942426295608,691.718349203588,7.04807633831894,146055.705882353,516133.18040596,2168481,75,4953945,381072.692307692,909653.500178354,2618926,488,4965136,248256.8,660291.568200355,2168481,175,0,0,0,0,448,692,2.81923053532758,4.22884580299137,0,1080,95.4166666666667,243.10096374023,59098.0785714286,0,1,0,0,0,0,0,0,1,98.1428571428571,100.142857142857,96.8095238095238,0,0,0,0,0,0,14,1402,21,2033,-1,2047,9,0,0,0,0,0,0,0,0,0,Brute_Force
22,33952,6,1653,1,1,0,0,0,0,0,0,0,0,0,0,0,1209.92135511192,1653,0,1653,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,604.960677555959,604.960677555959,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,2048,0,0,0,0,0,0,0,0,0,0,Brute_Force
33960,22,6,4340248,14,19,1402,2445,976,0,100.142857142857,254.0992710742,1080,0,128.684210526316,286.385919236338,886.354881103568,7.60325216439245,135632.75,650413.325705204,3669189,73,4320929,332379.153846154,1017674.72713288,3687637,269,4340098,241116.555555556,862841.729495333,3669189,166,0,0,0,0,448,628,3.22562213034831,4.37763003404414,0,1080,113.147058823529,266.027126932226,70770.4322638146,0,1,0,0,0,0,0,0,1,116.575757575758,100.142857142857,128.684210526316,0,0,0,0,0,0,14,1402,19,2445,-1,2047,9,0,0,0,0,0,0,0,0,0,Brute_Force
33956,22,6,7537818,14,19,1402,1865,976,0,100.142857142857,254.0992710742,1080,0,98.1578947368421,260.261463224516,433.414550470707,4.37792475222936,235556.8125,900940.736264992,3669607,40,7523394,578722.615384615,1389309.59433841,3738723,315,7534677,418593.166666667,1182822.59536124,3669607,174,0,0,0,0,448,628,1.8573014100367,2.52062334219266,0,1080,96.0882352941177,250.342597695706,62671.4162210339,0,1,0,0,0,0,0,0,1,99,100.142857142857,98.1578947368421,0,0,0,0,0,0,14,1402,19,1865,-1,2047,9,0,0,0,0,0,0,0,0,0,Brute_Force
22,33956,6,542,1,1,0,0,0,0,0,0,0,0,0,0,0,3690.036900369,542,0,542,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,1845.0184501845,1845.0184501845,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,2048,0,0,0,0,0,0,0,0,0,0,Brute_Force
33958,22,6,7535731,14,18,1402,1865,976,0,100.142857142857,254.0992710742,1080,0,103.611111111111,266.687554329007,433.534583439881,4.24643607899486,243088.096774194,914746.141065318,3669566,7,7522514,578654.923076923,1390841.51839701,3741738,7,7522040,442472.941176471,1214656.55051873,3669566,155,0,0,0,0,448,596,1.85781578456025,2.38862029443461,0,1080,99,253.638768724341,64332.625,0,1,0,0,0,0,0,0,1,102.09375,100.142857142857,103.611111111111,0,0,0,0,0,0,14,1402,18,1865,-1,2048,9,0,0,0,0,0,0,0,0,0,Brute_Force
22,33958,6,4763,2,1,0,0,0,0,0,0,0,0,0,0,0,629.855133319337,2381.5,3308.55262917186,4721,42,4721,4721,0,4721,4721,0,0,0,0,0,0,0,0,0,64,32,419.903422212891,209.951711106445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,2047,0,0,0,0,0,0,0,0,0,0,Brute_Force
33962,22,6,7553026,14,18,1402,1865,976,0,100.142857142857,254.0992710742,1080,0,103.611111111111,266.687554329007,432.541871297676,4.23671254408498,243646,914569.35865222,3669564,7,7534121,579547.769230769,1389097.10543451,3738470,7,7483561,440209.470588235,1215378.26717539,3669564,108,0,0,0,0,448,596,1.85356173803718,2.3831508060478,0,1080,99,253.638768724341,64332.625,0,1,0,0,0,0,0,0,1,102.09375,100.142857142857,103.611111111111,0,0,0,0,0,0,14,1402,18,1865,-1,2048,9,0,0,0,0,0,0,0,0,0,Brute_Force
22,33962,6,3927,2,1,0,0,0,0,0,0,0,0,0,0,0,763.941940412529,1963.5,2775.3941161572,3926,1,3926,3926,0,3926,3926,0,0,0,0,0,0,0,0,0,64,32,509.294626941686,254.647313470843,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,2047,0,0,0,0,0,0,0,0,0,0,Brute_Force
33968,22,6,7071149,15,20,1486,1949,976,0,99.0666666666666,244.891657288532,1080,0,97.45,253.339687708857,485.776781114356,4.94969063726418,207974.970588235,814376.940256913,3417219,7,7059268,504233.428571429,1257715.48143925,3490866,7,7064033,371791.210526316,1073163.30265661,3417219,142,0,0,0,0,480,660,2.12129598739894,2.82839464986525,0,1080,95.4166666666667,243.10096374023,59098.0785714286,0,1,0,0,0,0,0,0,1,98.1428571428571,99.0666666666667,97.45,0,0,0,0,0,0,15,1486,20,1949,-1,2048,10,0,0,0,0,0,0,0,0,0,Brute_Force
22,33968,6,3683,2,1,0,0,0,0,0,0,0,0,0,0,0,814.553353244638,1841.5,2551.94837330225,3646,37,3646,3646,0,3646,3646,0,0,0,0,0,0,0,0,0,64,32,543.035568829758,271.517784414879,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,2047,0,0,0,0,0,0,0,0,0,0,Brute_Force
33970,22,6,7060040,14,19,1402,1865,976,0,100.142857142857,254.0992710742,1080,0,98.1578947368421,260.261463224516,462.745253567968,4.67419448048453,220626.25,838690.571430443,3417252,2,7049855,542296.538461539,1301527.10606526,3478606,113,7059128,392173.777777778,1100661.99936234,3417252,2,0,0,0,0,448,628,1.98299159778132,2.69120288270321,0,1080,96.0882352941177,250.342597695706,62671.4162210339,0,1,0,0,0,0,0,0,1,99,100.142857142857,98.1578947368421,0,0,0,0,0,0,14,1402,19,1865,-1,2047,9,0,0,0,0,0,0,0,0,0,Brute_Force
22,33970,6,2833,1,1,0,0,0,0,0,0,0,0,0,0,0,705.965407695023,2833,0,2833,2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,352.982703847511,352.982703847511,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,2048,0,0,0,0,0,0,0,0,0,0,Brute_Force
33964,22,6,10474409,15,21,1486,1949,976,0,99.0666666666666,244.891657288532,1080,0,92.8095238095238,247.83898382773,327.942130195603,3.43694808938624,299268.828571429,968731.32268843,3417303,7,10464431,747459.357142857,1452269.99191206,3427784,7,10473449,523672.45,1247250.5286452,3417303,105,0,0,0,0,480,692,1.43206170391093,2.0048863854753,0,1080,92.8378378378378,240.213506132625,57702.5285285285,0,1,0,0,0,0,0,0,1,95.4166666666667,99.0666666666667,92.8095238095238,0,0,0,0,0,0,15,1486,21,1949,-1,2047,10,0,0,0,0,0,0,0,0,0,Brute_Force
22,33964,6,2776,1,1,0,0,0,0,0,0,0,0,0,0,0,720.461095100865,2776,0,2776,2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,360.230547550432,360.230547550432,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,2048,0,0,0,0,0,0,0,0,0,0,Brute_Force
33966,22,6,10550471,15,20,1486,1949,976,0,99.0666666666666,244.891657288532,1080,0,97.45,253.339687708857,325.577881783666,3.31738744175497,310307.970588235,981229.30913123,3417277,8,10538213,752729.5,1476755.67494334,3493267,8,10474579,551293.631578947,1275112.11050873,3417277,139,0,0,0,0,480,660,1.42173747503784,1.89564996671713,0,1080,95.4166666666667,243.10096374023,59098.0785714286,0,1,0,0,0,0,0,0,1,98.1428571428571,99.0666666666667,97.45,0,0,0,0,0,0,15,1486,20,1949,-1,2048,10,0,0,0,0,0,0,0,0,0,Brute_Force
22,33966,6,3757,2,1,0,0,0,0,0,0,0,0,0,0,0,798.50944902848,1878.5,2539.22045124089,3674,83,3674,3674,0,3674,3674,0,0,0,0,0,0,0,0,0,64,32,532.339632685653,266.169816342827,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,2047,0,0,0,0,0,0,0,0,0,0,Brute_Force
33976,22,6,6439636,15,20,1486,1949,976,0,99.0666666666666,244.891657288532,1080,0,97.45,253.339687708857,533.415242724899,5.43508980942401,189401.058823529,750767.498282074,3148429,6,6430404,459314.571428571,1143373.26304336,3159466,6,6432623,338559.105263158,990015.765376878,3148429,181,0,0,0,0,480,660,2.32932420403886,3.10576560538515,0,1080,95.4166666666667,243.10096374023,59098.0785714286,0,1,0,0,0,0,0,0,1,98.1428571428571,99.0666666666667,97.45,0,0,0,0,0,0,15,1486,20,1949,-1,2048,10,0,0,0,0,0,0,0,0,0,Brute_Force
22,33976,6,3778,2,1,0,0,0,0,0,0,0,0,0,0,0,794.070937003706,1889,2670.0352057604,3777,1,3777,3777,0,3777,3777,0,0,0,0,0,0,0,0,0,64,32,529.380624669137,264.690312334569,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,2047,0,0,0,0,0,0,0,0,0,0,Brute_Force
33982,22,6,6445948,13,20,1402,1865,976,0,107.846153846154,262.767909682622,1080,0,93.25,254.268998669147,506.83002717366,5.11949522397637,201435.875,773124.961103699,3148475,7,6432796,536066.333333333,1227560.03523822,3168007,7,6445948,339260.421052632,989977.754148284,3148475,182,0,0,0,0,416,660,2.01677084580887,3.10272437816749,0,1080,96.0882352941177,250.342597695706,62671.4162210339,0,1,0,0,0,0,0,0,1,99,107.846153846154,93.25,0,0,0,0,0,0,13,1402,20,1865,-1,2048,9,0,0,0,0,0,0,0,0,0,Brute_Force
33982,22,6,168,0,2,0,0,0,0,0,0,0,0,0,0,0,11904.7619047619,168,0,168,168,0,0,0,0,0,168,168,0,168,168,0,0,0,0,0,64,0,11904.7619047619,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,0,0,0,0,Brute_Force
33972,22,6,10417966,15,21,1486,2138,976,0,99.0666666666666,244.891657288532,1101,0,101.809523809524,250.161271792342,347.860609259043,3.45556896614944,297656.171428571,889805.854365549,3148403,6,10408699,743478.5,1392774.94202754,3581116,6,10409222,520461.1,1137934.36571114,3148403,175,0,0,0,0,480,692,1.43982040256227,2.01574856358717,0,1101,97.945945945946,241.588831827267,58365.1636636637,0,1,0,0,0,0,0,0,1,100.666666666667,99.0666666666667,101.809523809524,0,0,0,0,0,0,15,1486,21,2138,-1,2048,10,0,0,0,0,0,0,0,0,0,Brute_Force
22,33972,6,3695,2,1,0,0,0,0,0,0,0,0,0,0,0,811.90798376184,1847.5,2611.34534292192,3694,1,3694,3694,0,3694,3694,0,0,0,0,0,0,0,0,0,64,32,541.27198917456,270.63599458728,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,2047,0,0,0,0,0,0,0,0,0,0,Brute_Force
33974,22,6,9597692,15,20,1486,1949,976,0,99.0666666666666,244.891657288532,1080,0,97.45,253.339687708857,357.89854477514,3.64671006321103,282285.058823529,905053.072038117,3148465,8,9588268,684876.285714286,1343250.20747201,3169855,8,9597529,505133.105263158,1175970.31376018,3148465,174,0,0,0,0,480,660,1.56287574137616,2.08383432183487,0,1080,95.4166666666666,243.10096374023,59098.0785714286,0,1,0,0,0,0,0,0,1,98.1428571428571,99.0666666666667,97.45,0,0,0,0,0,0,15,1486,20,1949,-1,2047,10,0,0,0,0,0,0,0,0,0,Brute_Force
22,33974,6,3618,1,1,0,0,0,0,0,0,0,0,0,0,0,552.791597567717,3618,0,3618,3618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,276.395798783858,276.395798783858,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,2048,0,0,0,0,0,0,0,0,0,0,Brute_Force
33992,22,6,4850042,15,21,1534,1949,976,0,102.266666666667,244.69557374322,1080,0,92.8095238095238,247.83898382773,718.138110968936,7.42261613404585,138572.628571429,541041.344018132,2303861,9,4838224,345587.428571429,850616.343730801,2391774,9,4849106,242455.3,705210.925502293,2303861,166,0,0,0,0,480,692,3.0927567225191,4.32985941152675,0,1080,94.1351351351351,240.175648937069,57684.3423423423,0,1,0,0,0,0,0,0,1,96.75,102.266666666667,92.8095238095238,0,0,0,0,0,0,15,1534,21,1949,-1,2047,10,0,0,0,0,0,0,0,0,0,Brute_Force
22,33992,6,1978,1,1,0,0,0,0,0,0,0,0,0,0,0,1011.12234580384,1978,0,1978,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,505.561172901921,505.561172901921,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,2048,0,0,0,0,0,0,0,0,0,0,Brute_Force
33988,22,6,7221914,15,22,1550,2409,976,0,103.333333333333,244.645126857737,1080,0,109.5,254.219955381724,548.192625943759,5.12329556956785,200608.722222222,643310.85911572,2303649,8,7210667,515047.642857143,982936.793018805,2357100,8,7220850,343850,820080.827382643,2303649,178,0,0,0,0,480,724,2.07701171739237,3.04628385217548,0,1080,104.184210526316,244.20791487972,59637.5056899004,0,1,0,0,0,0,0,0,1,107,103.333333333333,109.5,0,0,0,0,0,0,15,1550,22,2409,-1,2047,10,0,0,0,0,0,0,0,0,0,Brute_Force
22,33988,6,2788,1,1,0,0,0,0,0,0,0,0,0,0,0,717.360114777618,2788,0,2788,2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,358.680057388809,358.680057388809,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,2048,0,0,0,0,0,0,0,0,0,0,Brute_Force
33994,22,6,4746939,14,18,1450,1865,976,0,103.571428571429,253.878442834881,1080,0,103.611111111111,266.687554329007,698.344764910609,6.74118626761372,153127.064516129,574014.559421097,2303798,7,4735684,364283.384615385,865290.124398414,2314252,7,4746033,279178.411764706,761852.120349568,2303798,173,0,0,0,0,448,596,2.949268992081,3.79191727553272,0,1080,100.454545454545,253.561517549131,64293.4431818182,0,1,0,0,0,0,0,0,1,103.59375,103.571428571429,103.611111111111,0,0,0,0,0,0,14,1450,18,1865,-1,2047,9,0,0,0,0,0,0,0,0,0,Brute_Force
22,33994,6,2859,1,1,0,0,0,0,0,0,0,0,0,0,0,699.545295557887,2859,0,2859,2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,349.772647778944,349.772647778944,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,2048,0,0,0,0,0,0,0,0,0,0,Brute_Force
33990,22,6,7050755,15,20,1550,1949,976,0,103.333333333333,244.645126857737,1080,0,97.45,253.339687708857,496.258911279714,4.96400740062589,207375.147058824,661918.568196436,2303859,7,7039921,502851.5,980398.928461875,2312779,7,7049728,371038.315789474,859746.831039945,2303859,176,0,0,0,0,480,660,2.12743174312538,2.83657565750051,0,1080,97.1944444444444,243.038482484264,59067.703968254,0,1,0,0,0,0,0,0,1,99.9714285714286,103.333333333333,97.45,0,0,0,0,0,0,15,1550,20,1949,-1,2047,10,0,0,0,0,0,0,0,0,0,Brute_Force
22,33990,6,2842,1,1,0,0,0,0,0,0,0,0,0,0,0,703.729767769177,2842,0,2842,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,351.864883884588,351.864883884588,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,2048,0,0,0,0,0,0,0,0,0,0,Brute_Force
34000,22,6,7420852,15,20,1486,1949,976,0,99.0666666666666,244.891657288532,1080,0,97.45,253.339687708857,462.884854730966,4.71643956785555,218260.352941176,866689.263841985,3633646,7,7410201,529300.071428571,1319837.10087212,3646380,7,7410701,390036.894736842,1143025.39468367,3633646,147,0,0,0,0,480,660,2.02133124336666,2.69510832448889,0,1080,95.4166666666667,243.10096374023,59098.0785714286,0,1,0,0,0,0,0,0,1,98.1428571428571,99.0666666666667,97.45,0,0,0,0,0,0,15,1486,20,1949,-1,2048,10,0,0,0,0,0,0,0,0,0,Brute_Force
22,34000,6,3606,2,1,0,0,0,0,0,0,0,0,0,0,0,831.946755407654,1803,2548.41283939632,3605,1,3605,3605,0,3605,3605,0,0,0,0,0,0,0,0,0,64,32,554.631170271769,277.315585135885,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,2047,0,0,0,0,0,0,0,0,0,0,Brute_Force
34002,22,6,7404976,14,19,1402,1865,976,0,100.142857142857,254.0992710742,1080,0,98.1578947368421,260.261463224516,441.189816145252,4.45646278934598,231405.5,892544.186612738,3633714,7,7397176,569013.538461538,1364851.52778288,3645341,7,7404568,411364.888888889,1172310.86220376,3633714,146,0,0,0,0,448,628,1.89062057729829,2.56584221204768,0,1080,96.0882352941177,250.342597695706,62671.4162210339,0,1,0,0,0,0,0,0,1,99,100.142857142857,98.1578947368421,0,0,0,0,0,0,14,1402,19,1865,-1,2047,9,0,0,0,0,0,0,0,0,0,Brute_Force
22,34002,6,3330,1,1,0,0,0,0,0,0,0,0,0,0,0,600.600600600601,3330,0,3330,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,300.3003003003,300.3003003003,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,2048,0,0,0,0,0,0,0,0,0,0,Brute_Force
33996,22,6,11099154,15,20,1486,1949,976,0,99.0666666666666,244.891657288532,1080,0,97.45,253.339687708857,309.483047086291,3.15339349287342,326445.705882353,1044319.64127573,3633710,56,11091080,792220,1556179.66519397,3701810,239,11087263,583540.157894737,1356942.80474747,3633710,149,0,0,0,0,480,660,1.35145435408861,1.80193913878481,0,1080,95.4166666666667,243.10096374023,59098.0785714286,0,1,0,0,0,0,0,0,1,98.1428571428571,99.0666666666667,97.45,0,0,0,0,0,0,15,1486,20,1949,-1,2048,10,0,0,0,0,0,0,0,0,0,Brute_Force
22,33996,6,5848,2,1,0,0,0,0,0,0,0,0,0,0,0,512.995896032832,2924,4000.81016795349,5753,95,5753,5753,0,5753,5753,0,0,0,0,0,0,0,0,0,64,32,341.997264021888,170.998632010944,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,2047,0,0,0,0,0,0,0,0,0,0,Brute_Force
33998,22,6,11144853,15,21,1486,1949,976,0,99.0666666666666,244.891657288532,1080,0,92.8095238095238,247.83898382773,308.214024895618,3.23019065392787,318424.371428571,1029999.75272573,3633711,6,11133242,795231.571428571,1561197.17004916,3738874,6,11143027,557151.35,1326076.1619694,3633711,166,0,0,0,0,480,692,1.34591277246995,1.88427788145793,0,1080,92.8378378378378,240.213506132625,57702.5285285285,0,1,0,0,0,0,0,0,1,95.4166666666667,99.0666666666667,92.8095238095238,0,0,0,0,0,0,15,1486,21,1949,-1,2047,10,0,0,0,0,0,0,0,0,0,Brute_Force
22,33998,6,1994,1,1,0,0,0,0,0,0,0,0,0,0,0,1003.00902708124,1994,0,1994,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,501.504513540622,501.504513540622,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,2048,0,0,0,0,0,0,0,0,0,0,Brute_Force
